POS;VNP;predikativní;vztažné;délka
N-R-N-J-T-N-R-P-V-N-J-N-P-V;0;1;0;14
N-V-D-R-N-J-R-N-V;0;1;0;9
N-R-P-T-T-T-V;1;0;0;7
N-Z-P-N-C-Z-V;0;0;1;7
N-R-N-P-J-V-Z-P-V-R-P-Z-J-V-D-R-D-A-N-Z-P-V-V-D-N-Z-D-P-V;0;1;0;29
N-Z-J-P-V-A-N-A-N-Z-R-P-P-V-Z-J-D-P-R-P-P-V;0;2;0;22
N-R-B-R-N-Z-J-Z-P-N-V-V-V-P-N-J-J-P-P-V-D-J-R-N-V;0;1;0;25
N-R-N-Z-R-P-V;0;1;0;7
N-R-N-Z-N-V-P-V;0;1;0;8
N-V-J-D-P-V;0;1;0;6
N-R-P-N-Z-P-V-P-N-J-V-D-Z-J-P-R-P-D-V;0;1;0;19
N-R-N-J-R-A-N-Z-P-D-V;0;1;0;11
N-J-V-P-P-Z-D-P-V;0;1;0;9
N-V-Z-V-P-V;0;1;0;6
N-Z-J-V-V-N-R-N-R-P-A-N-Z-J-P-P-V-V;0;1;0;18
N-R-P-Z-P-R-P-V;0;2;0;8
N-R-N-Z-N-P-R-P-V;0;1;0;9
N-Z-J-P-J-N-V;0;1;0;7
N-R-A-A-N-R-N-Z-J-V-N-Z-J-P-A-N-V;0;1;0;17
N-Z-Z-A-N-D-D-V-V-P-Z-J-J-V-A-Z-V-D-A-Z-J-A-R-N-Z-J-J-V-R-P-V-N-P-D-D-Z-V-A-P-Z-J-D-V-P-T-V-P-R-N-Z-J-V-T-V;0;1;0;54
N-Z-J-V-P-Z-J-D-T-N-Z-P-V-N-Z-V-A-Z-Z-R-C-N-P-V;0;1;0;24
N-R-B-P-Z-J-P-V-V;0;1;0;9
N-R-N-R-N-R-B-Z-Z-N-Z-Z-J-V-P-R-P-Z-J-N-V-J-V;0;1;0;23
N-X-R-P-N-N-J-R-P-P-N-Z-D-P-N-V-R-N-T-R-N-Z-D-P-N-D-V-Z-J-V-P-V-R-N-N-V;0;1;0;36
N-D-R-N-Z-P-P-R-P-N-Z-R-R-N-Z-P-A-N-R-P-N-V;0;1;0;22
N-R-N-Z-P-P-R-P-V;0;1;0;9
N-R-N-Z-T-P-V-P-D-V;0;1;0;10
N-R-N-V-N-P-N-J-P-P-V-D-V;0;1;0;13
N-Z-P-D-D-V-V-J-V-Z-J-P-R-N-V;0;1;0;15
N-R-X-Z-V;0;1;0;5
N-R-N-P-V-N-Z-J-J-V-P-V;0;1;0;12
N-V-P-R-P-Z-D-P-V-Z-V-J-V;0;1;0;13
N-D-D-V-Z-V-Z-J-R-P-A-N-J-D-A-N-Z-T-V-Z-J-P-A-P-A-N-D-J-V;0;1;0;29
N-Z-J-J-J-P-V-D-R-A-N-Z-V;0;1;0;13
N-R-P-N-J-A-R-P-V-V;0;2;0;10
N-R-N-V-D-R-N-J-V;0;1;0;9
N-R-N-A-N-R-N-J-R-P-N-P-V;0;1;0;13
N-R-N-Z-V-P-N-Z-Z-D-P-V-Z-P-N-R-A-N-R-N-V-Z-Z-R-N-P-C-V;0;1;0;28
N-R-A-N-Z-Z-R-N-Z-P-V-P-N-Z-V-V-N-V-P-R-N-R-N-A-N-Z-P-V-D-N-R-P-A-N-Z-R-R-P-N-J-P-N-Z-V-A-V-Z-P-N-V-R-A-N-J-P-A-N-A-J-R-P-V-P-V-V;0;1;0;65
N-Z-V-V-N-P-D-V;0;1;0;8
N-R-N-J-N-Z-J-P-R-P-V;0;1;0;11
N-R-P-J-D-P-V;0;1;0;7
N-R-N-Z-V-R-P-N-Z-N-Z-V-P-V;0;1;0;14
N-R-N-J-P-D-V-V;0;1;0;8
N-R-P-Z-J-V-V-R-N-Z-D-V-A-N-V;0;1;0;15
N-R-A-N-Z-D-D-D-P-V;0;1;0;10
N-J-R-P-V-P-V;0;1;0;7
N-V-J-D-P-V-V;0;1;0;7
N-R-P-Z-P-R-P-V-J-V;0;2;0;10
N-R-P-V-P-A-N-Z-D-P-P-V-Z-D-R-P-V-J-D-P-R-P-V;0;1;0;23
N-R-A-N-J-P-A-N-N-Z-P-V;0;1;0;12
N-R-A-Z-P-N-P-T-V;0;2;0;9
N-V-Z-V-A-N-X-N-R-N-Z-V;0;1;0;12
N-Z-R-A-R-A-N-N-N-R-P-Z-J-A-N-P-D-V;0;1;0;18
N-R-N-Z-J-J-P-V-N-Z-P-P-R-P-V-V;0;1;0;16
N-Z-J-V-N-P-N-V-J-V;0;1;0;10
N-R-N-Z-J-P-D-V-R-P-Z-D-P-D-V;0;1;0;15
N-R-P-A-N-Z-V;0;1;0;7
N-Z-P-V-N-N-Z-J-P-Z-P-V;0;1;0;12
N-Z-P-P-P-V-Z-Z-V-P-N-R-N-Z-P-V;0;1;0;16
N-Z-J-V-Z-D-P-R-P-A-N-V;0;1;0;12
N-J-V-V-N-Z-V-D-Z-J-R-P-V-N-Z-V-R-P-A-Z-V;0;1;0;21
N-Z-J-P-R-P-V-D-J-D-Z-Z-V-P-N-N-Z-P-P-V-D-R-A-N-N-Z-P-V-N-R-N-Z-Z-D-V-P-P-C-Z-V;0;1;0;40
N-R-N-V-R-N-R-P-Z-D-P-V;0;1;0;12
N-R-N-V-Z-V-Z-J-V-N-R-P-J-V-T-A-D-R-A-N-Z-J-V-D-A-Z-J-R-P-N-P-V;0;1;0;32
N-R-P-N-J-V-Z-J-P-V;0;1;0;10
N-Z-D-J-P-R-P-N-N-V;0;1;0;10
N-J-R-P-Z-D-P-B-V-V;0;1;0;10
N-V-J-V-Z-J-J-R-P-V;0;1;0;10
N-Z-N-V-R-P-A-Z-N-P-V-V;0;1;0;12
N-Z-J-P-R-P-A-N-Z-P-N-J-C-N-V;0;1;0;15
N-Z-P-D-V-P-N-Z-V-V-Z-J-N-V-N-J-N-J-V;0;1;0;19
N-V-D-Z-J-P-N-Z-N-A-N-X-X-R-F-N-Z-V;0;1;0;18
N-Z-V-A-V-D-D-R-P-A-N-J-V-R-P-R-A-J-A-Z-Z-V-N-N-Z-P-V;0;1;0;27
N-A-N-R-N-Z-D-P-D-D-V;0;1;0;11
N-Z-J-V-P-Z-J-D-T-N-Z-P-V-N-Z-V-A-Z-Z-R-C-N-P-V-R-C-D-Z-R-C-N-P-V;0;1;0;33
N-Z-J-D-V-V-Z-J-C-N-P-R-P-R-A-N-V;0;1;0;17
N-R-N-J-V-P-R-P-V;0;1;0;9
N-Z-J-J-D-V-Z-J-N-D-D-P-V-J-V-J-D-P-D-V-D-P-N-Z-Z-V-A-N-R-N-Z-J-P-N-V-T-N-R-N-Z-P-V-Z-J-P-R-P-V-D-D-V;0;1;0;51
N-C-N-R-D-A-J-D-P-D-V;0;1;0;11
N-R-N-J-N-Z-J-V-R-N-V-J-V-R-N-Z-J-J-P-R-P-J-V;0;1;0;23
N-R-N-Z-P-P-J-N-R-A-N-V;0;1;0;12
N-R-N-D-V-R-N-Z-Z-R-N-T-P-N-V-Z-Z-V;0;1;0;18
N-Z-R-A-N-V-V;0;2;0;7
N-R-N-Z-N-Z-V-P-P-N-Z-V-P-P-J-N-Z-R-P-V;0;1;0;20
N-V-D-R-P-Z-D-P-R-P-N-V;0;1;0;12
N-R-N-J-N-Z-Z-P-P-A-N-R-A-N-V-V-A-N-Z-D-V-N-V;0;1;0;23
N-J-V-Z-D-P-V;0;1;0;7
N-N-R-N-Z-Z-J-T-D-R-P-Z-D-P-N-V;0;2;0;16
N-Z-V-R-N-N-Z-J-J-P-D-P-V;0;1;0;13
N-R-N-R-Z-A-N-Z-J-R-P-N-R-N-N-P-R-P-V;0;1;0;19
N-Z-V-P-R-N-R-A-N-Z-J-P-V;0;1;0;13
N-N-R-N-Z-V-R-N-Z-D-R-N-V-N-Z-Z-V-N-Z-P-V-Z-J-D-A-N-P-D-V-V;0;1;0;30
N-R-N-Z-P-P-A-N-V;0;1;0;9
N-A-R-A-Z-Z-V-N-N-Z-N-R-N-N-Z-N-J-N-Z-J-V-Z-J-P-N-P-V;0;1;0;27
N-Z-N-Z-V;0;2;0;5
N-Z-D-V-V-A-N-Z-Z-V-R-N-Z-D-V;0;1;0;15
N-R-A-J-A-N-J-T-T-V-N-Z-J-P-R-N-V;0;1;0;17
N-V-D-A-Z-V-V;0;1;0;7
N-R-A-N-Z-J-P-R-A-V;0;1;0;10
N-R-N-Z-D-V;0;1;0;6
N-R-N-Z-V-R-N-Z-V;0;1;0;9
N-R-A-Z-D-P-V;0;1;0;7
N-Z-V-T-N-R-P-Z-D-P-N-R-N-V;0;1;0;14
N-Z-J-T-P-V-D-D-V;0;1;0;9
N-Z-Z-V-N-Z-R-P-V-V-Z-J-J-P-R-P-N-A-N-V;0;1;0;20
N-J-A-V-R-P-Z-J-V-A-V;0;1;0;11
N-R-N-R-N-Z-V-A-N-Z-Z-D-P-V-Z-P-N-R-A-N-R-N-V-Z-Z-R-N-P-C-V;0;1;0;30
N-Z-R-P-P-N-J-V-Z-J-P-V;0;1;0;12
N-V-A-Z-J-P-R-P-R-N-J-R-N-Z-V;0;1;0;15
N-Z-R-P-P-V;0;2;1;6
N-Z-J-V-D-C-R-P-Z-D-P-P-N-V-Z-D-P-V-V-Z-J-V;0;1;0;22
N-J-N-R-N-Z-J-R-N-P-N-V;0;1;0;12
N-V-Z-V-A-N-Z-V-P-V;0;1;0;10
N-V-V-Z-V-V-N-P-V-Z-V;0;1;0;11
N-R-A-N-Z-V-Z-J-R-P-D-V-Z-J-R-P-P-V-Z-V;0;1;0;20
N-R-N-Z-J-T-V-N-P-D-R-A-N-V;0;1;0;14
N-N-D-Z-J-J-P-V-D-V;0;1;0;10
N-Z-J-D-A-P-R-P-V;0;1;0;9
N-V-J-D-P-R-P-V;0;1;0;8
N-J-P-P-V-R-C-Z-N-P-R-P-V;0;1;0;13
N-R-N-Z-N-J-N-Z-J-P-Z-D-P-P-R-N-V;0;1;0;17
N-Z-J-P-V-R-P-N-V;0;1;0;9
N-Z-V-P-N-J-V-P-R-P-D-Z-J-V-Z-J-P-P-D-V-D-V;0;1;0;22
N-R-N-J-R-P-A-N-V-V-A-N-Z-P-V-P-N-V-R-N-Z-J-P-N-V-R-N-Z-J-J-P-P-V-R-N-Z-Z-A-N-V-R-N-P-Z-J-J-P-V-V-V-V-R-P-Z-P-P-J-R-P-N-Z-P-V;0;1;0;63
N-R-N-Z-P-V-D-A-Z-Z-D-Z-J-N-V-Z-D-P-P-N-V;0;1;0;21
N-R-D-A-N-J-V;0;1;0;7
N-Z-Z-V-N-C-R-P-A-N-Z-Z-V;0;1;0;13
N-D-A-Z-A-N-P-V;0;1;0;8
N-R-N-J-V-P-R-P-D-D-V;0;1;0;11
N-R-N-J-D-Z-D-P-V;0;1;0;9
N-R-N-J-N-R-N-A-Z-A-J-A-R-P-N-Z-J-P-N-R-N-V;0;1;0;22
N-Z-A-N-P-D-V;0;1;0;7
N-T-N-Z-P-V-R-N-V-N-Z-N-Z-N-J-N-J-P-V;0;1;0;19
N-V-N-Z-V-P-P-V-D-A-Z-R-V;0;1;0;13
N-Z-J-P-P-V-R-P-N-V;0;1;0;10
N-J-D-P-J-V-Z-P-P-D-V-Z-R-P-A-P-V-J-N-P-N-J-R-P-P-R-P-J-D-V;0;1;0;30
N-J-D-V-A-A-N-Z-P-P-V;0;1;0;11
N-R-N-Z-J-J-P-D-D-V;0;1;0;10
N-Z-J-R-P-P-R-P-V;0;1;0;9
N-R-N-V-J-R-N-P-D-V-Z-T-J-P-N-V;0;1;0;16
N-R-N-Z-R-A-P-V;0;1;0;8
N-J-N-Z-D-V-R-P-Z-J-P-R-P-V;0;1;0;14
N-R-A-N-J-D-V-Z-J-P-R-P-V-V;0;1;0;14
N-A-N-R-N-J-N-V;0;1;0;8
N-Z-Z-V;0;1;0;4
N-V-Z-V-P-D-V;0;1;0;7
N-R-P-N-Z-P-V-P-N-J-V-D-Z-J-P-R-P-R-N-V;0;1;0;20
N-R-N-J-N-P-T-V-Z-J-V-N-Z-J-N-F-V-A-A-N-Z-A-D-A-N-T-R-P-Z-P-P-V-A-N-N-N-Z-P-P-R-A-N-V;0;1;0;43
N-V-N-Z-J-R-C-N-V-V-N-J-N-Z-P-V-A-D-J-N-V;0;1;0;21
N-T-J-V-Z-D-V-A-Z-Z-V-N-N-R-N-R-P-Z-J-P-N-J-N-N-D-V;0;1;0;26
N-Z-V-V-P-D-R-A-N-V;0;1;0;10
N-D-R-A-N-Z-J-J-V-P-N-V-A-Z-V;0;1;0;15
N-J-P-R-P-V-N-Z-J-D-P-V;0;1;0;12
N-R-P-R-P-N-V;1;0;0;7
N-R-N-J-P-Z-P-P-V;0;1;0;9
N-Z-J-R-D-A-N-Z-Z-V;0;1;0;10
N-R-N-Z-V-D-V-A-N-Z-J-J-V-Z-J-P-D-R-N-V;0;1;0;20
N-Z-V-P-D-Z-V-P-R-P-Z-J-N-N-V;0;1;0;15
N-R-N-J-N-Z-N-V-Z-Z-R-A-C-N-R-N-P-J-D-V-Z-J-P-V-N-R-N-J-T-V;0;1;0;30
N-R-P-Z-V-P-N-Z-J-D-V-P-V-V-Z-D-P-N-V;0;1;0;19
N-R-A-C-Z-N-R-P-Z-P-N-V-D-A-Z-J-V-A-V-A-A-N-A-N-C-Z-P-N-R-N-Z-P-N-C-Z-A-N-C-Z-V;0;1;0;40
V-D-Z-D-P-V-R-N-P-N-Z-J-V-V-N;0;3;0;15
V-J-A-N-Z-J-R-N-D-P-N;0;1;0;11
V-Z-V-J-V-P-D-Z-V-P-J-V-D-A-N;0;1;0;15
V-N-Z-D-R-P-V-P-A-N;0;1;0;10
V-R-P-N-Z-T-J-V-P-N;0;1;0;10
V-C-N-A-J-D-A-N;1;0;0;8
V-D-Z-T-V-A-X-N;0;1;0;8
V-Z-V-P-R-P-A-N;0;1;0;8
V-D-J-A-N-Z-J-J-J-A-N-Z-C-N-V-P-R-P-V-N-Z-R-P-V-D-A-N;0;1;0;27
V-D-Z-V-A-P-N;0;1;0;7
V-J-A-N-J-R-N-V-P-N;0;1;0;10
V-D-Z-J-J-N-V-P-N-R-A-N-R-N-A-N-R-A-J-A-N;0;1;0;21
V-J-D-R-N;0;1;0;5
V-D-Z-D-P-V-A-Z-J-D-V-Z-J-P-N-V-A-N;0;1;0;18
V-A-N-C-C-C-N-A-N;0;1;0;9
V-A-N-Z-D-V-V-A-J-A-N;0;1;0;11
V-Z-V-N-R-P-A-N;0;1;0;8
V-R-P-N-J-V-A-N;0;1;0;8
V-J-N-J-P-N-J-N-P-V-V-Z-P-N;0;1;0;14
V-D-Z-J-N-P-J-P-N-R-P-N;0;1;0;12
V-Z-C-V-A-N-Z-D-P-N-V-A-N;0;1;0;13
V-P-R-P-D-Z-J-J-V-A-V-D-R-N;0;1;0;14
V-J-A-N-N-Z-D-V-P-N-Z-N-N-Z-A-R-N;0;1;0;17
V-R-A-N-Z-T-V-N-P-N-Z-R-N-N-V-A-A-N-A-N;0;1;0;20
V-R-N-J-P-R-P-V-N;0;2;0;9
V-Z-V-R-A-N-Z-D-R-P-N-T-D-A-N;0;1;0;15
V-Z-D-V-A-N-Z-D-V-A-N;0;1;0;11
V-D-Z-D-P-V-R-N-Z-X-P-V-R-A-N-A-N-J-P-R-P-V-Z-V-A-Z-Z-Z-V-A-Z-A-Z-D-P-V-J-V-N;0;1;0;39
V-D-J-N-R-N-R-N-Z-D-R-P-D-V-A-Z-A-Z-N;0;1;0;19
V-N-R-N-J-V-P-R-N;0;1;0;9
V-Z-P-V-D-J-P-D-Z-V-P-D-A-N;0;1;0;14
V-R-N-J-B-A-N;1;0;0;7
V-D-J-C-D-Z-P-N-D-V-N;0;1;0;11
V-Z-V-P-N-R-P-P-R-N-J-R-N;0;1;0;13
V-R-P-A-N-Z-A-J-A-Z-J-R-C-N-P-N;0;1;0;16
V-R-A-N-P-D-D-Z-N-N-P-N;0;5;0;12
V-D-Z-D-R-N;0;1;0;6
V-P-R-N-R-P-A-N-Z-V-V-N-R-Z-A-N;0;1;0;16
V-D-Z-J-N-R-P-N-V-A-N;0;1;0;11
V-R-N-N-D-A-N-Z-J-J-N-R-A-A-N-V-R-N-A-N-P-N-D-A-N;0;1;0;25
V-R-N-J-N-Z-V-Z-P-N;0;1;0;10
V-A-Z-D-P-V-J-V-Z-Z-V-N-J-N-R-A-N;0;2;0;17
V-P-D-Z-D-P-V-Z-V-C-Z-V-N-Z-V-A-Z-S-Z-V-A-Z-S-Z-V-D-N-Z-V-A-Z-S-R-N-N-A-C-N-V-D-D-V-J-P-N;0;1;0;45
V-P-A-N-A-N-R-N-Z-T-V-P-N;0;1;0;13
V-J-R-N-Z-V-R-N-Z-J-R-N-Z-J-V-P-N-D-C-R-N-Z-J-D-V-J-J-D-V-Z-V-V-R-N;0;1;0;34
V-D-J-D-Z-D-J-V-R-A-Z-A-N;0;1;0;13
V-P-D-Z-V-P-N-Z-N-V-A-N;1;0;0;12
V-R-A-Z-P-V-N-Z-D-P-V-N;0;1;0;12
V-N-R-N-J-V-P-R-N-R-N-Z-R-P-V-A-N-Z-N-R-N-V-N-A-N-Z-A-N-Z-N;0;1;0;30
V-A-N-J-V-Z-R-P-P-T-V-Z-P-V-N;0;1;0;15
V-Z-V-Z-J-T-J-R-N-R-A-N;0;1;0;12
V-P-R-P-J-N-R-N-Z-J-V-N-Z-J-P-A-N;0;1;0;17
V-N-Z-D-V-D-A-Z-J-J-A-N;0;1;0;12
V-N-R-P-Z-V-V-P-Z-J-J-A-N-V-R-N-Z-V-V-P-N;0;1;0;21
V-J-N-Z-V-A-Z-A-Z-V-N-V-N-N-Z-A-R-A-N;0;1;0;19
V-D-P-Z-P-R-P-V-A-N;0;1;0;10
V-Z-J-V-A-N-Z-J-V-Z-J-P-Z-T-Z-A-Z-V-N;0;1;0;19
V-Z-N-Z-N-Z-V-N-Z-N-N-J-N-Z-V-A-N;0;1;0;17
V-P-J-D-D-Z-J-A-N-V-J-P-P-R-P-N-T-D-V-P-V-Z-V-D-R-N-P-N;0;1;0;28
V-D-D-J-P-N-R-N-V-D-D-J-P-P-N-Z-D-D-P-P-V-Z-D-P-V-Z-J-R-X-A-V-Z-J-V-D-D-A-N;0;1;0;38
V-T-R-Z-B-D-A-A-N;1;0;0;9
V-N-R-N-Z-J-V-P-N-Z-P-V-R-P-N-A-N;0;1;0;17
V-N-R-N-J-V-P-R-N-R-N-Z-R-P-V-A-N-Z-N-R-N-V-N-A-N-Z-A-N;0;1;0;28
V-D-Z-J-R-A-N-Z-V-R-P-N-N;0;1;0;13
V-T-D-Z-D-V-N-J-V-P-R-A-A-N-Z-R-P-V-D-D-N;0;1;0;21
V-N-Z-P-V-A-N;0;5;0;7
V-Z-P-V-J-P-R-P-V-V-N;0;1;0;11
V-D-Z-D-P-V-P-N-Z-P-D-V-R-N-Z-J-V-P-Z-J-D-Z-D-V-P-V-R-N-J-V-P-D-V-N-Z-V-P-V-P-A-N;0;1;0;41
V-P-R-P-D-Z-Z-V-N;0;1;0;9
V-J-A-N-Z-P-V-A-N-R-A-N-P-N-Z-V-N;0;1;0;17
V-P-R-P-J-R-N-J-V-J-P-N;0;1;0;12
V-D-Z-R-P-P-V-Z-V-V-D-R-P-Z-P-P-V-D-J-F-F-D-V-Z-P-R-P-V-A-N;0;1;0;30
V-Z-Z-D-V-R-A-N;0;1;0;8
V-D-J-D-V-R-N;0;1;0;7
V-P-D-N-J-V-J-V-P-A-N;0;1;0;11
V-Z-V-P-Z-A-J-A-N-V-V-A-Z-P-P-V-N-D-R-A-N;0;1;0;21
V-Z-Z-V-N-R-A-N;0;1;0;8
V-T-N-R-A-N-R-N-Z-D-P-D-D-Z-V-N-Z-Z-J-P-V-D-A-N-R-N;0;1;0;26
V-P-R-P-R-N-J-N-J-V-C-C-N-Z-Z-V-P-N-R-D-A-N;0;1;0;22
V-N-D-R-N-Z-J-D-Z-J-R-P-V-N;0;1;0;14
V-D-Z-Z-N;0;2;0;5
V-N-N-N-Z-P-V-N-J-V-R-P-N;0;1;0;13
V-D-N-N-X-J-V-R-P-A-N;0;1;0;11
V-D-N-N-Z-P-V-D-R-A-N-J-N-A-N;0;1;0;15
V-Z-P-N-V-Z-P-P-N-P-V-N;0;1;0;12
V-D-Z-D-J-D-Z-N-J-N-P-N;0;1;0;12
V-R-P-N-Z-J-P-V-J-J-P-V-D-A-Z-J-V-P-A-N-Z-R-P-P-V-J-T-V-A-A-N;0;1;0;31
V-D-Z-J-P-D-V-D-V-Z-J-R-P-V-N-Z-D-P-V-J-V-P-A-N;0;1;0;24
V-Z-V-V-Z-J-R-P-N-V-V-N-Z-J-P-N;0;1;0;16
V-Z-J-P-V-R-P-A-N-Z-V-P-T-V-N-R-P-N-Z-V-Z-J-P-P-V-Z-J-V-R-P-D-A-N;0;1;0;33
V-D-Z-V-V-A-N;0;1;0;7
V-D-Z-D-R-N-V-N;0;1;0;8
V-R-P-T-A-F-X-N;1;0;0;8
V-P-D-Z-J-V-N-C-J-V-A-N;0;1;0;12
V-R-N-J-A-N-N-Z-P-V-P-A-A-N;0;1;0;14
V-P-R-N-R-N-J-J-R-P-D-V-P-N;0;1;0;14
V-P-N-J-A-N-J-A-N-Z-R-N-V-N;0;1;0;14
V-P-Z-V-J-V-N;0;1;0;7
V-P-R-P-D-D-J-D-J-P-Z-J-V-R-N-P-N-J-P-A-N;0;1;0;21
V-P-J-N-V-R-N;0;2;0;7
V-Z-V-Z-J-P-V-V-R-N-J-P-N;0;1;0;13
V-Z-P-P-V-Z-P-P-N-P-V-N;0;1;0;12
V-N-C-Z-T-A-N;1;0;0;7
V-R-P-A-Z-N-A-Z-N;1;1;0;9
V-T-R-Z-B-D-A-A-N-Z-J-D-T-N;1;0;0;14
V-Z-V-P-N-R-P-P-R-N-J-R-N-Z-J-R-A-N-D-P-Z-D-J-J-T-D-V-A-V-T-V-R-A-N;0;1;0;34
V-D-Z-D-V-N-Z-J-D-V-A-A-N;0;1;0;13
V-D-Z-J-P-N-V-J-V-P-N;0;1;0;11
V-A-A-A-N;1;0;0;5
V-P-J-A-N-J-V-R-P-D-P-N;0;1;0;12
V-Z-P-V-V-Z-J-P-R-N-V-A-N;0;1;0;13
V-N-J-J-P-R-P-V-A-N;0;1;0;10
V-R-P-N-J-N-J-V-P-Z-J-V-A-N;0;1;0;14
V-D-Z-J-P-D-V-A-N;0;1;0;9
V-Z-D-R-P-V-Z-P-R-P-V-N;0;1;0;12
V-D-J-V-R-A-N-R-A-N-J-A-N;0;1;0;13
V-J-N-Z-Z-V-R-A-N;0;1;0;9
V-D-J-P-N-Z-J-V-N-J-A-N;0;1;0;12
V-D-J-R-N-V-A-A-N;0;1;0;9
V-D-Z-J-P-D-V-D-V-J-R-P-V-N-Z-D-P-V-V-P-A-N;0;1;0;22
V-N-R-P-D-Z-J-R-C-N-P-V-R-N;0;1;0;14
V-P-D-Z-Z-V-R-N-A-N;0;1;0;10
V-D-Z-V-R-P-R-A-N-A-N;0;1;0;11
V-D-Z-J-V-R-A-N-D-A-N;0;1;0;11
V-R-A-N-D-J-D-Z-D-P-P-N-D-V-Z-J-V-P-R-P-N-J-J-V-R-A-N;0;1;0;27
V-D-J-N-V-R-N-R-P-P-N-A-N;0;1;0;13
V-D-Z-J-R-N-V-A-N;0;1;0;9
V-Z-J-J-A-N-N-V-V-V-R-N-J-R-N-A-N-D-A-N;0;1;0;20
V-D-J-P-N-R-N;0;1;0;7
V-D-D-Z-D-V-P-A-N;0;1;0;9
V-P-D-Z-V-R-N-Z-Z-R-N-P-T-D-V-Z-J-R-A-N-R-A-N-P-A-N;0;1;0;26
V-J-A-N-Z-C-R-C-N-V-V-P-N;0;1;0;13
V-D-J-R-N-Z-D-V-P-N-Z-D-P-V-D-J-D-P-V-R-P-N;0;1;0;22
V-J-N-J-T-Z-D-V-P-P-J-A-N-R-A-A-N;0;1;0;17
V-D-J-R-P-N-V-A-N-Z-V-A-N;0;1;0;13
V-Z-D-P-V-Z-P-V-N;0;2;0;9
V-D-Z-J-V-D-V-N-J-P-A-N;0;1;0;12
V-R-N-N-Z-N-J-P-A-N-Z-D-N-V-N;0;2;0;15
V-D-Z-R-P-V-A-J-N-A-N;0;1;0;11
V-Z-J-P-V-A-N-Z-J-D-D-V-N;0;1;0;13
V-D-R-N-Z-R-A-N-Z-R-A-N-Z-V-A-N;0;1;0;16
V-Z-D-V-P-V-R-P-N;0;1;0;9
V-D-T-R-A-N-Z-V-A-V-N-J-V-A-N;0;1;0;15
V-Z-V-Z-V-N-J-N;0;1;0;8
V-R-N-Z-D-V-A-N;0;1;0;8
V-P-J-N-J-V-N-Z-V-P-V-Z-J-X-Z-Z-X-Z-Z-N-J-N-V-N;0;1;0;24
V-D-D-D-Z-D-P-T-N-V-N-Z-P-C-N-R-N-D-V-B-Z-Z-Z-J-V-A-N-P-R-P-V-P-N;0;1;0;33
V-Z-P-P-D-V-V-J-P-V-V-V-Z-P-A-V-N-Z-N;0;1;0;19
V-P-J-N-Z-V-A-N;0;1;0;8
V-Z-V-D-V-N-R-N;0;1;0;8
V-D-Z-J-P-V-D-V-Z-J-R-P-P-N-R-B-Z-B-V-J-D-R-A-N-Z-A-R-A-N;0;1;0;29
V-Z-J-V-P-N;0;2;0;6
V-D-Z-V-Z-J-D-D-V-A-N;0;1;0;11
V-Z-Z-N-P-N-D-R-P-V-T-R-N-R-N-A-J-A-N;0;1;0;19
V-D-Z-V-P-N-V-N-Z-J-R-P-D-V-A-N;0;1;0;16
V-D-Z-V-A-N-J-N-Z-V-P-Z-V-A-N-Z-V-A-A-N;0;1;0;20
V-J-D-P-P-R-N-R-A-N;0;1;0;10
V-D-J-N-D-V-Z-J-V-D-V-V-A-N-R-N-Z-J-D-V-R-N-Z-N-J-D-T-R-N-Z-Z-V-A-N-N-N-J-V-Z-Z-V-Z-J-P-V-V-A-N-R-A-N;0;1;0;51
V-A-N-J-T-T-D-D-V-A-N;0;1;0;11
V-P-T-D-J-V-R-A-N-Z-D-V-A-N;0;1;0;14
V-D-Z-J-N-R-P-V-D-R-N-N-Z-P-V-R-N-N;0;1;0;18
V-Z-J-R-A-A-N;0;1;0;7
V-P-D-D-Z-J-V-R-P-A-N-D-A-N;0;1;0;14
V-Z-P-V-A-N-Z-J-A-N-V-V-A-A-N;0;1;0;15
V-R-N-Z-J-D-P-V-V-R-P-P-N;0;1;0;13
V-Z-D-P-V-V-J-D-V-P-V-V-Z-Z-V-N-Z-P-R-N-V-A-N-J-D-N;0;1;0;26
V-P-D-Z-V-A-Z-P-R-P-V-A-N;0;1;0;13
V-A-N-T-A-N;0;1;0;6
V-Z-P-A-V-R-P-N;0;1;0;8
V-R-N-Z-P-P-V-Z-A-J-A-N;0;1;0;12
V-P-R-P-J-A-N-Z-Z-V-X-N;0;1;0;12
V-J-V-P-V-P-R-P-P-N;0;1;0;10
V-D-Z-N-J-R-P-A-N;0;1;0;9
V-Z-Z-V-R-N-N-N-Z-P-V-R-B-R-A-N-Z-J-V-Z-Z-V-P-V-N-Z-D-N-V-P-N;0;1;0;31
V-J-P-V-A-N;0;1;0;6
V-D-D-D-Z-J-J-R-P-N-R-N-R-N-D-V-Z-J-R-N-V-Z-J-P-A-N-V-D-D-Z-D-V-P-N;0;1;0;34
V-R-N-A-A-N-Z-V-N-Z-J-A-Z-P-R-P-V-A-N;0;1;0;19
V-C-R-C-Z-J-D-A-N;0;2;0;9
V-D-Z-A-N-P-V-Z-T-P-V-A-N-Z-Z-J-J-P-R-N-C-V-R-N-N-X-Z-V-A-N;0;1;0;30
V-A-J-A-N-Z-J-J-P-N-J-N-V-R-N-Z-V-R-P-J-N-N-D-R-N-D-A-N;0;1;0;28
V-B-Z-X-A-N;0;1;0;6
